Locus Tag	Name	FDR (Mouse)	logFC (Mouse)	Fitness (Mouse)	FDR (Pig)	logFC (Pig)	Fitness (Pig)	FDR (Chicken)	logFC (Chicken)	Fitness (Chicken)	FDR (Cattle)	logFC (Cattle)	Fitness (Cattle)
SL1344_3160	tolC	0.0000394	-2.256747519	2	0.077675059	-1.762618835	0	0.746327639	-0.795601114	0	2.60E-28	-15	2
SL1344_3162	ygiC	0.852515496	0.364624744	0	0.545516129	-0.736485061	0	0.583650885	1.267377868	0	0.004048104	-1.671919634	2
SL1344_3163	ygiD	0.705346422	-0.509254804	0	0.70751398	0.486920112	0	0.606028285	1.227075258	0	0.027313235	1.810769402	1
SL1344_3164	ygiE	na	na	3	0.095269039	-1.898671045	0	0.714356317	1.023415524	0	0.009682099	2.062323037	1
SL1344_3165	assT	0.096762418	-1.250710737	0	4.58E-21	-9.035111967	2	0.0000071	-4.850970095	2	0.0000718	-2.10201052	2
SL1344_3166	SL1344_3166	0.320513748	0.976462764	0	0.724614412	-0.446425475	0	0.984395163	0.202904474	0	0.688570357	0.233580948	0
SL1344_3167	SL1344_3167	0.525304307	0.736774984	0	na	na	3	na	na	3	na	na	3
SL1344_3168	ribB	na	na	3	0.978067619	0.05611287	0	1	0.051724604	0	na	na	3
SL1344_3169	yqiC	3.59E-44	-15	2	na	na	3	na	na	3	na	na	3
SL1344_3171	SL1344_3171	0.805952021	-0.385165318	0	0.0000159	-6.5739435	2	0.000000195	-6.456215376	2	5.92E-24	-9.63600018	2
SL1344_3172	yqiK	0.940390512	0.201442686	0	0.908067765	-0.185935936	0	0.9411872	1.18914875	0	0.266156036	0.850189856	0
SL1344_3173	rfaE	1.08E-35	-15	2	na	na	3	na	na	3	na	na	3
SL1344_3174	glnE	0.732784077	-0.487757686	0	0.355563181	1.469851369	0	0.822496752	0.758359386	0	0.327805309	0.569220081	0
SL1344_3175	ygiF	0.024855025	-1.543878028	2	na	na	3	na	na	3	na	na	3
SL1344_3176	ygiM	0.759093802	-0.454126812	0	na	na	3	na	na	3	na	na	3
SL1344_3178	bacA	0.661953963	0.606044016	0	0.321945401	-1.205887809	0	0.766041385	-1.04356818	0	0.000374059	-1.905643413	2
SL1344_3180	ygiH	0.044940921	-1.446079002	2	0.125640099	2.30861336	0	1	0.126838784	0	0.006390276	1.790108421	1
SL1344_3186	mug	0.907040089	0.504335575	0	0.584367825	0.753215781	0	0.797084569	0.831365817	0	0.00299431	2.475480367	1
SL1344_3187	yqjH	0.962686503	0.144348092	0	na	na	3	na	na	3	na	na	3
SL1344_3189	SL1344_3189	0.350368544	0.94053724	0	0.13831323	-1.505235308	0	0.751317202	0.960982013	0	0.316180577	0.955172242	0
SL1344_3190	aer	0.806158747	0.421914701	0	0.004241155	-2.864036918	2	0.790131264	-0.681603973	0	0.109851973	-0.804047065	0
SL1344_3191	oat	na	na	3	0.448419339	-0.909956852	0	0.700262115	1.050115664	0	0.085331264	1.554423885	0
SL1344_3192	fadH	0.404575765	0.91062817	0	0.137422347	1.532899821	0	0.370306427	1.65431022	0	0.001091336	2.449565665	1
SL1344_3193	ygjO	0.736352568	0.529873926	0	0.227735273	2.242825548	0	0.6889117	1.079658898	0	0.037189372	1.218219828	1
SL1344_3194	ygjP	0.971824034	-0.082261974	0	na	na	3	na	na	3	na	na	3
SL1344_3195	ygjQ	0.333628069	-1.107976603	0	0.21265959	2.586261935	0	0.731515295	0.999441736	0	0.012207544	1.65695455	1
SL1344_3196	ygjR	0.675074174	0.669194398	0	0.09646791	-1.63947666	0	0.709928794	1.032301193	0	0.016616712	2.090521892	1
SL1344_3197	ygjT	0.950975317	0.177258475	0	0.429647841	1.364428416	0	0.585157714	1.255505125	0	0.028038687	1.240182005	1
SL1344_3198	ygjU	0.972865512	0.110189265	0	0.491951468	1.065203372	0	0.751317202	0.948920909	0	0.069697517	1.362117296	0
SL1344_3199	yqjA	0.979112228	-0.057531662	0	0.499838127	-0.982412249	0	0.892979835	0.574155887	0	0.0000774	-2.581582897	2
SL1344_3200	yqjB	0.290457853	-0.965514314	0	na	na	3	na	na	3	na	na	3
SL1344_3201	yqjC	0.985509424	-0.043164487	0	na	na	3	na	na	3	na	na	3
SL1344_3202	yqjE	0.934009893	0.213344828	0	0.942527879	0.106321148	0	0.79088708	0.84471629	0	0.916715443	0.093737766	0
SL1344_3204	yqjF	na	na	3	0.539109547	0.874075377	0	0.870347894	0.639269869	0	0.640094371	0.233728755	0
SL1344_3205	yqjG	0.621062565	0.738951714	0	0.808765199	0.321667845	0	0.98421035	0.213063081	0	0.060515727	1.386285303	0
SL1344_3206	yhaH	0.990412605	-0.021668448	0	0.641058455	0.646121272	0	0.693605586	1.403748678	0	0.512977772	0.514342936	0
SL1344_3207	yhaJ	na	na	3	0.655882594	0.552597619	0	0.947805491	-0.234822182	0	0.273417506	0.78289498	0
SL1344_3208	yhaK	0.893571686	-0.250895555	0	0.885727534	0.20973566	0	1	0.076347207	0	0.266660584	0.595200113	0
SL1344_3210	yhaN	0.333628069	0.963692376	0	na	na	3	na	na	3	na	na	3
SL1344_3211	yhaO	0.94212619	0.19625437	0	7.19E-09	-3.608330844	2	1	0.053252587	0	0.000000032	-2.862238879	2
SL1344_3212	tdcG	0.689110743	-0.573914436	0	1	0.005409659	0	0.913090164	0.489307706	0	0.648446267	0.394225407	0
SL1344_3213	tdcE	0.022113307	-1.513982622	2	0.336883922	1.332816411	0	0.497729681	1.417132096	0	0.000725328	-2.053415937	2
SL1344_3214	tdcD	0.007390162	-1.751773712	2	9.30E-20	-6.00370457	2	0.0000377	-5.173168003	2	7.25E-28	-15	2
SL1344_3215	tdcC	0.589944237	-0.619675089	0	0.061791237	-1.803766127	0	0.17519444	-1.743771436	0	0.004899974	-1.531404451	2
SL1344_3216	tdcB	0.006773698	-1.884382925	2	3.20E-20	-9.319071532	2	1.43E-10	-15	2	1.33E-39	-15	2
SL1344_3217	tdcA	0.172881576	-1.099581014	0	1.35E-11	-15	2	7.25E-09	-6.788794033	2	2.47E-33	-15	2
SL1344_3220	garK	0.706965699	-0.505190209	0	0.857086604	0.259386629	0	0.728579281	0.992568098	0	0.098585655	1.233680386	0
SL1344_3222	garL	0.971824034	-0.075776046	0	0.310198202	-1.104439384	0	0.935225418	-0.279509596	0	0.001505563	-1.817894169	2
SL1344_3223	garD	na	na	3	0.753848456	0.525730724	0	0.953587375	-0.198487221	0	0.082313531	1.427792443	0
SL1344_3224	SL1344_3224	0.789043198	-0.39687906	0	na	na	3	na	na	3	na	na	3
SL1344_3225	agaR	na	na	3	0.516050548	1.459620171	0	0.449834369	-1.250175499	0	0.301596678	0.790207184	0
SL1344_3226	gatY	0.749190004	0.494625155	0	1.99E-09	-15	2	0.00000387	-5.045963532	2	0.113605872	1.19957032	0
SL1344_3227	SL1344_3227	0.009000375	-1.590761835	2	6.09E-12	-15	2	0.0000467	-4.2614066	2	1.89E-27	-15	2
SL1344_3228	SL1344_3228	0.670176565	-0.541210579	0	2.64E-12	-15	2	0.00000009	-6.223432877	2	2.56E-33	-15	2
SL1344_3229	SL1344_3229	na	na	3	0.480874488	1.342397204	0	0.986357653	0.206628605	0	0.911478852	0.081241983	0
SL1344_3230	SL1344_3230	0.880689167	-0.271769343	0	0.989350962	-0.014790871	0	0.984440414	0.151565655	0	0.926106357	-0.081626189	0
SL1344_3231	gatA	na	na	3	0.967024823	-0.089674999	0	0.669893288	1.10749588	0	0.35453303	0.74858175	0
SL1344_3232	gatB	0.756829147	-0.451557004	0	na	na	3	na	na	3	na	na	3
SL1344_3233	gatC	0.324135061	0.983753437	0	0.374248493	1.975426112	0	0.777700137	0.883189347	0	0.189227992	-0.773884042	0
SL1344_3234	gatD	0.706953145	-1.019311442	0	na	na	3	na	na	3	na	na	3
SL1344_3235	gatR	0.066343352	-1.384114452	0	0.0000124	-4.866081332	2	1.67E-10	-8.819830273	2	3.52E-17	-5.252385544	2
SL1344_3236	yraL	0.002186334	-1.943064499	2	0.71392837	0.477004644	0	0.82624928	0.755125324	0	0.232765626	0.918844397	0
SL1344_3237	yraM	0.305471964	1.040526705	0	0.052566913	-2.157384799	0	0.590518044	1.256431618	0	0.145366656	1.060467513	0
SL1344_3239	yraO	na	na	3	0.000316623	-3.444016566	2	0.055409423	-2.188223643	0	1.81E-33	-15	2
SL1344_3240	yraP	0.586724856	-1.403985318	0	0.2556301	0.99250368	0	0.525059434	-1.123719656	0	0.000288168	1.823993018	1
SL1344_3241	yraR	0.568686374	-0.674696742	0	na	na	3	na	na	3	na	na	3
SL1344_3243	yhbP	na	na	3	0.389636132	1.456879769	0	0.971188976	-0.126970747	0	0.412688287	0.484669305	0
SL1344_3244	yhbQ	0.996701371	0.058423064	0	na	na	3	na	na	3	na	na	3
SL1344_3245	yhbS	0.517585029	0.953831278	0	0.466418603	1.733101775	0	0.851285939	0.704480398	0	0.391398581	-0.681448807	0
SL1344_3246	yhbT	0.419497524	0.857792765	0	na	na	3	na	na	3	na	na	3
SL1344_3247	yhbU	0.198684794	1.185163199	0	0.393002772	2.783523825	0	0.873629666	-0.477269848	0	0.100655124	1.388659695	0
SL1344_3248	yhbV	0.913367585	0.875583717	0	0.85672355	0.275935618	0	0.863459544	-0.51070307	0	0.041662883	1.484632768	1
SL1344_3249	yhbW	0.661953963	0.671179886	0	na	na	3	na	na	3	na	na	3
SL1344_3250	SL1344_3250	0.802524131	0.42895725	0	1.21E-08	-6.165457585	2	3.99E-10	-15	2	6.69E-66	-15	2
SL1344_3251	SL1344_3251	0.815394872	0.675574117	0	na	na	3	na	na	3	na	na	3
SL1344_3252	mtr	0.372667429	-0.831903885	0	0.333981194	-1.0683586	0	0.99497217	-0.02047043	0	0.00932144	-1.882174111	2
SL1344_3253	deaD	5.82E-12	-3.961629264	2	2.69E-12	-15	2	0.000000265	-5.708378607	2	9.13E-33	-15	2
SL1344_3253A	yrbN	2.05E-12	-3.709917802	2	na	na	3	na	na	3	na	na	3
SL1344_3254	nlpI	0.000582367	-2.070679478	2	0.000196407	-15	2	0.000000121	-15	2	1.08E-23	-15	2
SL1344_3255	pnp	0.004690569	1.978150866	1	1.73E-23	-6.118850829	2	7.62E-11	-15	2	1.09E-65	-15	2
SL1344_3257	truB	0.00082448	-2.109848397	2	0.228916833	1.327305845	0	0.680209554	1.157702496	0	0.045652346	1.171644186	1
SL1344_3258	rbfA	0.342034264	-0.895551987	0	0.00000232	-15	2	1.15E-09	-15	2	8.16E-29	-15	2
SL1344_3262	argG	0.939441765	0.265604939	0	0.360362122	2.118472934	0	0.000519783	-3.802533965	2	0.058978767	1.073671274	0
SL1344_3263	SL1344_3263	0.985543756	-0.039646526	0	0.708468363	0.555539323	0	0.968960871	-0.123761075	0	0.180749667	1.085063204	0
SL1344_3264	secG	7.89E-48	-15	2	na	na	3	na	na	3	na	na	3
SL1344_3266	folP	0.190816604	-1.078636274	0	0.811184876	0.231996946	0	0.393567903	1.612005402	0	0.503869582	0.553527323	0
SL1344_3268	ftsH	na	na	3	0.027769016	-2.613941568	2	0.000707198	-3.601199897	2	0.000000162	-2.653711099	2
SL1344_3270	yhbY	na	na	3	na	na	3	0.932487071	-0.304649002	0	0.591416042	0.435831755	0
SL1344_3271	greA	0.214860675	-1.343090657	0	na	na	3	na	na	3	na	na	3
SL1344_3272	dacB	0.220615716	1.281998979	0	0.140074835	2.158770744	0	0.749066229	0.962551374	0	0.075650782	-0.967048408	0
SL1344_3274	yhbE	0.0000846	-2.224930987	2	0.528573219	-0.765944661	0	0.6798902	1.108809339	0	0.000821995	2.718230678	1
SL1344_3278	nlp	0.926492309	0.362796962	0	na	na	3	na	na	3	na	na	3
SL1344_3281	yrbB	0.000178371	-2.196839343	2	na	na	3	na	na	3	na	na	3
SL1344_3282	yrbC	na	na	3	1.49E-08	-3.083506854	2	0.000161335	-3.998891608	2	3.36E-16	-4.42889092	2
SL1344_3283	yrbD	0.006033172	-1.847864622	2	na	na	3	na	na	3	na	na	3
SL1344_3284	yrbE	0.006708879	-1.840636906	2	0.0000195	-4.609837169	2	0.000006	-4.868333036	2	5.45E-14	-3.986513831	2
SL1344_3285	yrbF	0.001099706	-2.304757356	2	6.33E-26	-7.061988741	2	0.000345789	-3.874569151	2	1.21E-10	-4.874943508	2
SL1344_3286	yrbG	0.64137748	0.631241761	0	0.005609533	-2.868755467	2	6.59E-08	-6.07126009	2	7.23E-23	-6.519179805	2
SL1344_3287	yrbH	5.19E-15	-4.93497929	2	na	na	3	na	na	3	na	na	3
SL1344_3292	rpoN	3.89E-10	-3.435119304	2	0.00000023	-15	2	1.53E-10	-15	2	2.43E-32	-15	2
SL1344_3294	ptsN	na	na	3	0.00000585	-15	2	2.28E-09	-15	2	1.30E-17	-2.978823535	2
SL1344_3295	yhbJ	0.000222711	-2.210573511	2	0.004472728	-2.65643365	2	0.0000322	-4.436007509	2	na	na	3
SL1344_3296	ptsO	0.725155668	-0.556494709	0	na	na	3	na	na	3	na	na	3
SL1344_3297	yrbL	na	na	3	0.938949544	0.13947038	0	0.897438018	0.541365225	0	0.942883354	-0.059789297	0
SL1344_3298	mtgA	0.393824789	0.9061368	0	0.282865116	1.268884394	0	0.993134824	-0.021796361	0	0.037595518	1.516230978	1
SL1344_3299	yhbL	na	na	3	0.222284463	2.044442002	0	0.365040973	1.670323555	0	0.009118536	1.571471995	1
SL1344_3300	arcB	0.68980433	-0.533514315	0	na	na	3	na	na	3	na	na	3
SL1344_3301	yhcC	0.86693402	-0.292893353	0	0.653287052	-0.755297417	0	0.905454166	0.812733293	0	0.113606484	1.20433809	0
SL1344_3302	gltB	0.129655267	-1.196663276	0	0.359909134	2.678714916	0	0.510874988	1.384862163	0	0.02616532	1.810538165	1
SL1344_3303	gltD	0.413912874	-0.794756018	0	0.406883643	1.332918741	0	0.601508876	1.22798205	0	0.052728335	1.42285229	0
SL1344_3304	yhcG	na	na	3	0.697422793	0.622161909	0	0.73758382	0.970596042	0	0.129998411	1.189077122	0
SL1344_3305	codB	0.880335932	0.313889058	0	0.605761064	-0.778328386	0	0.999358276	0.007467532	0	0.34895211	0.545255043	0
SL1344_3306	codA	0.911756713	0.264975441	0	0.362674614	1.521593073	0	0.742117643	1.072435645	0	0.040421547	1.52994162	1
SL1344_3307	yhcH	na	na	3	0.553151432	1.350725359	0	0.952606123	0.676348773	0	0.064867054	1.465957803	0
SL1344_3308	nanK	na	na	3	0.316350646	1.281300691	0	0.739940346	0.978606729	0	0.001765296	1.59081931	1
SL1344_3310	nanT	0.517053602	-0.704908682	0	0.720193145	-15	0	0.953456235	0.662952152	0	0.154320138	-15	0
SL1344_3311	nanA	0.487307276	-0.722778132	0	0.394315582	1.136502411	0	0.757949955	-0.887540084	0	0.113804751	1.221738768	0
SL1344_3313	sspB	na	na	3	0.639061122	1.363719721	0	0.856889921	0.669640124	0	0.44113943	0.603340767	0
SL1344_3314	sspA	na	na	3	5.17E-26	-8.082645423	2	0.00000567	-5.15686526	2	2.22E-34	-15	2
SL1344_3315	SL1344_3315	na	na	3	0.548311056	1.132513074	0	0.941482731	0.389842697	0	0.000220761	-1.87110568	2
SL1344_3318	yhcM	0.588339095	-0.654723108	0	na	na	3	na	na	3	na	na	3
SL1344_3319	yhcB	0.771778075	-0.669575519	0	3.88E-08	-6.043557532	2	0.080977963	-2.029499549	0	2.58E-34	-15	2
SL1344_3320	degQ	0.298994105	-0.936068724	0	na	na	3	na	na	3	na	na	3
SL1344_3321	degS	1.35E-38	-8.982016548	2	na	na	3	na	na	3	na	na	3
SL1344_3322	SL1344_3322	0.365682659	1.18855072	0	0.602672804	0.893974708	0	0.984395163	-0.062947995	0	0.000472644	-1.909766655	2
SL1344_3324	oadA2	1	0.10761138	0	0.420548959	0.92039486	0	0.505961701	1.580551249	0	4.62E-08	-2.747571656	2
SL1344_3326	ttdB	na	na	3	1.42E-11	-15	2	0.00000317	-5.536072476	2	1.40E-33	-15	2
SL1344_3327	ttdA	na	na	3	0.741560697	-0.422363967	0	0.936572206	-0.282457783	0	0.437830747	-0.630416691	0
SL1344_3328	SL1344_3328	0.066753809	-1.327162511	0	0.08506514	2.588111744	0	0.430190818	1.601228597	0	0.216279535	-0.929614684	0
SL1344_3329	SL1344_3329	na	na	3	0.858946087	0.245314456	0	0.000520305	-3.87200169	2	0.014979575	-1.29964619	2
SL1344_3330	SL1344_3330	0.436468718	-2.12050415	0	0.691792207	-0.539302767	0	0.002205095	-3.305630831	2	0.883872927	-0.123739108	0
SL1344_3331	mdh	1.43E-08	-3.167180503	2	0.826061245	-0.292880217	0	0.204218986	-1.710345177	0	na	na	3
SL1344_3332	argR	na	na	3	0.00000058	-5.595033105	2	0.00633878	-2.997233585	2	2.52E-13	-3.851410995	2
SL1344_3334	SL1344_3334	0.503964291	-0.707018467	0	na	na	3	0.924701796	0.452159373	0	0.096355912	1.307530774	0
SL1344_3335	yhcO	0.357490115	0.926044081	0	0.145631006	3.050201359	0	0.818862729	0.767701825	0	0.173534037	0.922546872	0
SL1344_3336	yhcP	0.660203252	0.624069885	0	0.511005187	0.838370304	0	0.741717212	1.415573031	0	0.217094951	0.950125949	0
SL1344_3337	yhcQ	0.948604961	0.281683902	0	na	na	3	na	na	3	na	na	3
SL1344_3338	yhcR	0.557956552	-0.885945181	0	0.256677288	-1.198904068	0	1	0.073801968	0	0.342849589	-0.719436589	0
SL1344_3339	yhcS	0.501952317	-0.714999219	0	0.793725916	0.368728554	0	1	0.107298706	0	0.568603999	0.705994032	0
SL1344_3340	tldD	0.653601707	0.63256209	0	na	na	3	na	na	3	na	na	3
SL1344_3341	yhdP	0.032589186	-1.524626434	2	0.350419784	1.194985774	0	0.004566997	-2.97764381	2	0.00058018	-1.915789134	2
SL1344_3342	cafA	0.000185989	-2.11112379	2	0.00000177	-6.305103472	2	2.05E-08	-6.470993589	2	0.043534373	1.500056597	1
SL1344_3343	maf-b	na	na	3	0.584168465	0.778948235	0	0.043648214	-2.305914527	2	0.002694947	2.254125127	1
SL1344_3348	yhdA	0.62344406	-0.592956926	0	0.183532195	2.66350719	0	0.615047489	-1.317179136	0	0.221459646	0.918206413	0
SL1344_3349	yhdH	0.726134774	-0.585002212	0	0.735969173	0.694625455	0	0.698384898	1.049609128	0	0.222853672	0.991382015	0
SL1344_3350	SL1344_3350	0.926492309	-0.187957683	0	0.653890927	-0.577076274	0	0.711517462	1.676240575	0	0.240695646	0.931840373	0
SL1344_3351	SL1344_3351	0.718765585	-0.499818472	0	0.709221074	0.821420852	0	0.961504632	0.293815538	0	0.004589158	3.127007389	1
SL1344_3355	panF	0.079700132	-1.318362407	0	na	na	3	na	na	3	na	na	3
SL1344_3356	prmA	0.86244627	-0.30339689	0	0.859996858	0.317641969	0	0.962925452	-0.157665458	0	0.112256996	0.897948152	0
SL1344_3357	yhdG	5.73E-09	-3.368032809	2	0.034965806	-1.953357089	2	0.921553933	1.658134597	0	8.06E-30	-15	2
SL1344_3358	fis	7.65E-12	-3.953172823	2	0.000661252	-15	2	1.19E-08	-7.438552744	2	3.05E-34	-15	2
SL1344_3359	yhdJ	0.571120942	0.701468309	0	0.283059835	1.795641714	0	0.399430025	1.585560824	0	0.573303417	0.493593788	0
SL1344_3361	SL1344_3361	0.263885569	1.055483337	0	0.056985039	-1.796419619	0	0.399623484	-1.318395104	0	2.67E-08	-3.424289533	2
SL1344_3362	envR	0.965453619	-0.096403977	0	1.05E-10	-7.756048625	2	1.43E-09	-7.925539714	2	1.71E-09	-3.456654172	2
SL1344_3363	acrE	0.722200926	-0.487408163	0	0.229926845	-1.253499044	0	0.925939064	0.626272075	0	0.000438414	-1.813572773	2
SL1344_3364	acrF	0.005492465	1.887319551	1	0.021591611	-2.407221305	2	0.850098692	0.705001787	0	0.019324707	2.784758592	1
SL1344_3365	yhdV	0.981619093	-0.050934346	0	na	na	3	na	na	3	na	na	3
SL1344_3366	yrdA	0.424615992	0.8593298	0	na	na	3	na	na	3	na	na	3
SL1344_3368	SL1344_3368	4.82E-37	-9.206675222	2	0.00000138	-15	2	7.19E-11	-15	2	8.69E-31	-15	2
SL1344_3369	yrdC	0.971824034	0.246100988	0	na	na	3	na	na	3	na	na	3
SL1344_3370	yrdD	0.015568708	-1.55133074	2	0.183014226	-1.387249009	0	0.823240134	-0.604725765	0	0.000000799	-2.470534428	2
SL1344_3371	smg	0.306244184	-0.926446487	0	na	na	3	0.925939064	0.441883428	0	0.397735722	0.694852096	0
SL1344_3372	dprA	0.203393048	1.151692725	0	0.15490826	-1.483881027	0	0.822146233	0.77036735	0	0.069926847	-1.27978395	0
SL1344_3375	fmu	0.014079111	-1.714271607	2	0.000000192	-3.484886592	2	9.33E-08	-15	2	0.516257294	0.38116668	0
SL1344_3376	sapG	na	na	3	7.53E-12	-15	2	4.68E-12	-15	2	2.22E-34	-15	2
SL1344_3377	mscL	na	na	3	0.169407919	-1.400234874	0	0.885831739	-0.424037357	0	0.054452312	1.403037618	0
SL1344_3378	SL1344_3378	na	na	3	0.719071387	1.014323188	0	0.607026635	1.976875977	0	na	na	3
SL1344_3379	zntR	na	na	3	0.464199975	1.403833134	0	0.197634672	2.041610162	0	0.279050851	0.613344819	0
SL1344_3380	yhdN	0.814094968	0.586596151	0	0.798619291	-0.490177179	0	0.924485794	-0.314602068	0	0.986182971	-0.016511259	0
SL1344_3384	rpsK	na	na	3	8.15E-15	-7.275888602	2	3.92E-10	-15	2	2.22E-34	-15	2
SL1344_3409	hopD	0.000834597	2.1486855	1	na	na	3	na	na	3	na	na	3
SL1344_3410	bfr	0.911756713	0.341486559	0	0.617014247	1.164415658	0	0.951968086	-0.204844308	0	0.220988552	1.001956576	0
SL1344_3411	bfd	1	0.022851865	0	na	na	3	na	na	3	na	na	3
SL1344_3412	tufA	na	na	3	1.99E-09	-15	2	0.00000583	-4.884422489	2	2.22E-34	-15	2
SL1344_3413	fusA	na	na	3	0.113786232	-15	0	6.72E-09	-15	2	2.06E-32	-15	2
SL1344_3417	yheM	na	na	3	0.0000157	-15	2	6.66E-11	-15	2	6.61E-25	-15	2
SL1344_3419	yheO	0.084227944	-1.287046247	0	0.982543373	0.048142302	0	0.443342663	-1.25184855	0	0.619898403	-0.38933297	0
SL1344_3420	fkpA	0.158601011	-1.119944944	0	0.471000451	1.378153234	0	0.935511553	-0.28596852	0	0.062324916	1.211506626	0
SL1344_3422	slyD	0.017788769	-1.498612928	2	na	na	3	na	na	3	na	na	3
SL1344_3424	kefB	0.271321918	-1.004679907	0	0.565691888	0.959370573	0	0.423391742	1.547715175	0	0.001428288	2.631801641	1
SL1344_3425	yheR	na	na	3	na	na	3	0.484803266	1.435717214	0	0.116738597	1.280029593	0
SL1344_3426	yheS	0.451049227	0.840560095	0	0.252742867	-1.240898157	0	0.727479005	0.992854955	0	0.064806723	1.286146836	0
SL1344_3427	SL1344_3427	0.286828664	1.295106497	0	na	na	3	na	na	3	na	na	3
SL1344_3428	SL1344_3428	na	na	3	0.277545776	1.716401424	0	0.520252563	1.463036617	0	0.536274116	-0.487263283	0
SL1344_3429	yheT	0.497627076	-0.742475564	0	0.323595094	2.264036336	0	0.747854873	0.955104301	0	0.009822197	2.010938135	1
SL1344_3431	prkB	0.635950221	-0.640276473	0	0.151178447	1.734002477	0	0.477406107	1.452617916	0	0.024068108	1.616137046	1
SL1344_3432	yhfA	0.441604604	-0.858034922	0	na	na	3	0.729281807	1.111287096	0	0.115985419	1.181161433	0
SL1344_3433	crp	1.79E-16	-9.688005036	2	2.30E-26	-9.26439785	2	4.39E-10	-15	2	2.38E-32	-15	2
SL1344_3434	yhfK	0.534704861	-0.677884962	0	0.380303155	1.400565305	0	0.399430025	1.593429205	0	0.002603129	2.316059772	1
SL1344_3435	argDb	na	na	3	0.427453512	1.121086222	0	0.790642045	-0.661032953	0	0.031700922	1.56934221	1
SL1344_3436	pabA	1.46E-20	-5.894746255	2	na	na	3	na	na	3	na	na	3
SL1344_3437	fic	0.842882627	-0.342644213	0	na	na	3	na	na	3	na	na	3
SL1344_3438	yhfG	na	na	3	0.811719912	0.349221664	0	1	0.155444297	0	0.583490725	-0.437477221	0
SL1344_3439	ppiA	0.068868655	-1.360865835	0	0.740717911	0.725500491	0	0.612439658	1.312667847	0	0.327649466	-0.748154664	0
SL1344_3440	yhfC	0.43073967	-0.783484144	0	0.437477903	1.636952275	0	0.780406804	0.890551824	0	0.006125145	2.102599757	1
SL1344_3441	nirB	0.281346549	-0.969006875	0	0.050941461	-1.842936724	0	0.77157317	-0.845053624	0	0.001027428	2.860647346	1
SL1344_3443	nirC	na	na	3	0.406866588	-0.948010225	0	0.905037855	-0.499113199	0	1.15E-17	-5.073516342	2
SL1344_3444	cysG	0.659157266	0.60388221	0	0.021893419	-1.83246461	2	0.763461167	0.909077447	0	0.041904547	1.50103353	1
SL1344_3445	bigA	0.29223667	-0.934915846	0	0.435751925	1.53621073	0	0.570491385	1.283957091	0	0.006847609	-1.947921725	2
SL1344_3447	yhfL	na	na	3	0.004976349	-2.543388288	2	0.696310941	-0.920959483	0	0.000774618	-1.790087546	2
SL1344_3448	trpS	0.140111337	-1.159816414	0	0.006333391	-2.520832163	2	0.140535459	-2.070225297	0	0.00000213	-2.087524086	2
SL1344_3449	gph	0.001801446	-1.830000417	2	0.513758746	0.999365559	0	0.811010216	-0.624472186	0	0.069408162	1.201461006	0
SL1344_3450	rpe	na	na	3	0.000000821	-15	2	3.65E-11	-15	2	1.54E-19	-15	2
SL1344_3451	dam	1.06E-37	-8.208201914	2	1.56E-24	-7.557507659	2	1.62E-11	-15	2	5.62E-34	-15	2
SL1344_3452	damX	na	na	3	0.000000622	-15	2	6.31E-11	-15	2	3.64E-24	-15	2
SL1344_3453	aroB	na	na	3	6.21E-23	-7.851738997	2	9.59E-11	-15	2	2.19E-28	-15	2
SL1344_3455	comE	0.722622143	-0.492143884	0	0.364260863	2.032766167	0	0.330450298	-1.424955222	0	0.013449734	1.989734573	1
SL1344_3457	comC	0.293255636	-0.950127846	0	na	na	3	na	na	3	na	na	3
SL1344_3458	comB	0.963479997	-0.101937479	0	0.638620467	0.75492575	0	0.852858469	0.695285009	0	0.885258104	0.102820154	0
SL1344_3459	comA	0.589944237	0.693995686	0	0.752890877	0.560442858	0	0.868157271	0.63352913	0	0.142670742	1.237592098	0
SL1344_3460	mrcA	0.132619735	-1.224045202	0	0.791577924	-0.659002743	0	0.157892614	-1.791931443	0	4.82E-19	-5.04784142	2
SL1344_3461	nudE	0.505238038	0.777316979	0	0.222871034	3.902692197	0	0.746310119	-0.784291828	0	0.038901083	-1.216814315	2
SL1344_3463	yrfG	0.574140586	0.699684482	0	0.608238617	-0.631643569	0	0.823240134	0.77263572	0	0.024404257	1.768941488	1
SL1344_3464	hslR	0.358178771	-0.889724939	0	0.419766507	0.931850336	0	0.940356423	0.390036949	0	0.000454233	2.615905078	1
SL1344_3465	hslO	0.234346563	-1.00927528	0	0.5362067	1.066068142	0	0.545766587	-1.152682346	0	0.22489112	0.914188125	0
SL1344_3466	yhgE	0.000184779	-2.46586552	2	0.106470683	1.851373516	0	0.758023903	0.92489311	0	0.114460034	-0.878717922	0
SL1344_3467	pckA	0.346582059	-0.892619372	0	0.745849894	0.424661272	0	0.550650972	-1.110352037	0	0.16507506	0.744396402	0
